26A,
3777.81956,-0.00063
3777.11157,-0.00062
3776.40359,-0.00062
3775.6956,-0.00061
3774.98761,-0.0006
3774.27962,-0.00059
3773.57164,-0.00058
3772.86365,-0.00057
3772.15566,-0.00056
3771.44767,-0.00054
3770.73969,-0.00053
3770.0317,-0.00052
3769.32371,-0.0005
3768.61573,-0.00048
3767.90774,-0.00047
3767.19975,-0.00045
3766.49176,-0.00044
3765.78378,-0.00042
3765.07579,-0.00041
3764.3678,-0.00039
3763.65982,-0.00038
3762.95183,-0.00037
3762.24384,-0.00036
3761.53585,-0.00035
3760.82787,-0.00034
3760.11988,-0.00033
3759.41189,-0.00032
3758.70391,-0.00031
3757.99592,-0.00029
3757.28793,-0.00028
3756.57994,-0.00027
3755.87196,-0.00026
3755.16397,-0.00025
3754.45598,-0.00023
3753.748,-0.00022
3753.04001,-0.0002
3752.33202,-0.00018
3751.62403,-0.00016
3750.91605,-0.00014
3750.20806,-0.00012
3749.50007,-9e-05
3748.79209,-7e-05
3748.0841,-5e-05
3747.37611,-2e-05
3746.66812,0.0
3745.96014,2e-05
3745.25215,4e-05
3744.54416,6e-05
3743.83618,8e-05
3743.12819,0.0001
3742.4202,0.00011
3741.71221,0.00013
3741.00423,0.00014
3740.29624,0.00014
3739.58825,0.00015
3738.88026,0.00015
3738.17228,0.00015
3737.46429,0.00014
3736.7563,0.00014
3736.04832,0.00013
3735.34033,0.00012
3734.63234,0.00011
3733.92435,9e-05
3733.21637,8e-05
3732.50838,6e-05
3731.80039,4e-05
3731.09241,2e-05
3730.38442,0.0
3729.67643,-2e-05
3728.96844,-5e-05
3728.26046,-7e-05
3727.55247,-0.0001
3726.84448,-0.00013
3726.1365,-0.00016
3725.42851,-0.0002
3724.72052,-0.00023
3724.01253,-0.00027
3723.30455,-0.0003
3722.59656,-0.00034
3721.88857,-0.00038
3721.18059,-0.00042
3720.4726,-0.00046
3719.76461,-0.00049
3719.05662,-0.00053
3718.34864,-0.00057
3717.64065,-0.00061
3716.93266,-0.00065
3716.22468,-0.00069
3715.51669,-0.00073
3714.8087,-0.00077
3714.10071,-0.00081
3713.39273,-0.00085
3712.68474,-0.00088
3711.97675,-0.00092
3711.26877,-0.00095
3710.56078,-0.00099
3709.85279,-0.00102
3709.1448,-0.00105
3708.43682,-0.00108
3707.72883,-0.00111
3707.02084,-0.00114
3706.31285,-0.00117
3705.60487,-0.0012
3704.89688,-0.00123
3704.18889,-0.00125
3703.48091,-0.00128
3702.77292,-0.0013
3702.06493,-0.00133
3701.35694,-0.00135
3700.64896,-0.00137
3699.94097,-0.00139
3699.23298,-0.00141
3698.525,-0.00143
3697.81701,-0.00144
3697.10902,-0.00146
3696.40103,-0.00148
3695.69305,-0.0015
3694.98506,-0.00152
3694.27707,-0.00154
3693.56909,-0.00156
3692.8611,-0.00158
3692.15311,-0.00161
3691.44512,-0.00163
3690.73714,-0.00166
3690.02915,-0.00169
3689.32116,-0.00172
3688.61318,-0.00176
3687.90519,-0.0018
3687.1972,-0.00184
3686.48921,-0.00188
3685.78123,-0.00193
3685.07324,-0.00198
3684.36525,-0.00203
3683.65727,-0.00209
3682.94928,-0.00215
3682.24129,-0.00221
3681.5333,-0.00228
3680.82532,-0.00235
3680.11733,-0.00242
3679.40934,-0.0025
3678.70136,-0.00258
3677.99337,-0.00266
3677.28538,-0.00274
3676.57739,-0.00282
3675.86941,-0.00291
3675.16142,-0.003
3674.45343,-0.00309
3673.74544,-0.00318
3673.03746,-0.00327
3672.32947,-0.00336
3671.62148,-0.00346
3670.9135,-0.00355
3670.20551,-0.00364
3669.49752,-0.00374
3668.78953,-0.00384
3668.08155,-0.00393
3667.37356,-0.00403
3666.66557,-0.00412
3665.95759,-0.00422
3665.2496,-0.00431
3664.54161,-0.00441
3663.83362,-0.0045
3663.12564,-0.00459
3662.41765,-0.00469
3661.70966,-0.00478
3661.00168,-0.00487
3660.29369,-0.00496
3659.5857,-0.00505
3658.87771,-0.00514
3658.16973,-0.00522
3657.46174,-0.00531
3656.75375,-0.0054
3656.04577,-0.00548
3655.33778,-0.00557
3654.62979,-0.00565
3653.9218,-0.00574
3653.21382,-0.00583
3652.50583,-0.00592
3651.79784,-0.00601
3651.08986,-0.0061
3650.38187,-0.00619
3649.67388,-0.00628
3648.96589,-0.00638
3648.25791,-0.00647
3647.54992,-0.00657
3646.84193,-0.00666
3646.13395,-0.00676
3645.42596,-0.00685
3644.71797,-0.00695
3644.00998,-0.00704
3643.302,-0.00714
3642.59401,-0.00723
3641.88602,-0.00732
3641.17803,-0.00741
3640.47005,-0.0075
3639.76206,-0.00759
3639.05407,-0.00767
3638.34609,-0.00776
3637.6381,-0.00784
3636.93011,-0.00792
3636.22212,-0.00799
3635.51414,-0.00807
3634.80615,-0.00814
3634.09816,-0.00821
3633.39018,-0.00828
3632.68219,-0.00835
3631.9742,-0.00841
3631.26621,-0.00847
3630.55823,-0.00854
3629.85024,-0.00859
3629.14225,-0.00865
3628.43427,-0.00871
3627.72628,-0.00877
3627.01829,-0.00882
3626.3103,-0.00887
3625.60232,-0.00892
3624.89433,-0.00898
3624.18634,-0.00903
3623.47836,-0.00908
3622.77037,-0.00913
3622.06238,-0.00918
3621.35439,-0.00922
3620.64641,-0.00927
3619.93842,-0.00932
3619.23043,-0.00936
3618.52245,-0.00941
3617.81446,-0.00945
3617.10647,-0.0095
3616.39848,-0.00954
3615.6905,-0.00959
3614.98251,-0.00963
3614.27452,-0.00967
3613.56654,-0.00971
3612.85855,-0.00975
3612.15056,-0.0098
3611.44257,-0.00984
3610.73459,-0.00988
3610.0266,-0.00992
3609.31861,-0.00996
3608.61063,-0.01
3607.90264,-0.01003
3607.19465,-0.01007
3606.48666,-0.01011
3605.77868,-0.01015
3605.07069,-0.01019
3604.3627,-0.01022
3603.65471,-0.01026
3602.94673,-0.0103
3602.23874,-0.01033
3601.53075,-0.01037
3600.82277,-0.0104
3600.11478,-0.01044
3599.40679,-0.01048
3598.6988,-0.01052
3597.99082,-0.01055
3597.28283,-0.01059
3596.57484,-0.01063
3595.86686,-0.01067
3595.15887,-0.01071
3594.45088,-0.01075
3593.74289,-0.0108
3593.03491,-0.01084
3592.32692,-0.01088
3591.61893,-0.01093
3590.91095,-0.01097
3590.20296,-0.01101
3589.49497,-0.01105
3588.78698,-0.0111
3588.079,-0.01114
3587.37101,-0.01118
3586.66302,-0.01122
3585.95504,-0.01125
3585.24705,-0.01129
3584.53906,-0.01132
3583.83107,-0.01135
3583.12309,-0.01138
3582.4151,-0.01141
3581.70711,-0.01144
3580.99913,-0.01146
3580.29114,-0.01149
3579.58315,-0.01151
3578.87516,-0.01153
3578.16718,-0.01154
3577.45919,-0.01156
3576.7512,-0.01157
3576.04322,-0.01158
3575.33523,-0.01159
3574.62724,-0.0116
3573.91925,-0.0116
3573.21127,-0.0116
3572.50328,-0.01161
3571.79529,-0.01161
3571.0873,-0.01161
3570.37932,-0.01161
3569.67133,-0.0116
3568.96334,-0.0116
3568.25536,-0.0116
3567.54737,-0.0116
3566.83938,-0.0116
3566.13139,-0.01161
3565.42341,-0.01161
3564.71542,-0.01162
3564.00743,-0.01163
3563.29945,-0.01164
3562.59146,-0.01166
3561.88347,-0.01167
3561.17548,-0.01169
3560.4675,-0.01171
3559.75951,-0.01174
3559.05152,-0.01176
3558.34354,-0.01179
3557.63555,-0.01182
3556.92756,-0.01185
3556.21957,-0.01187
3555.51159,-0.0119
3554.8036,-0.01193
3554.09561,-0.01196
3553.38763,-0.01198
3552.67964,-0.01201
3551.97165,-0.01203
3551.26366,-0.01206
3550.55568,-0.01208
3549.84769,-0.0121
3549.1397,-0.01212
3548.43172,-0.01214
3547.72373,-0.01216
3547.01574,-0.01219
3546.30775,-0.01221
3545.59977,-0.01223
3544.89178,-0.01225
3544.18379,-0.01227
3543.47581,-0.01229
3542.76782,-0.01231
3542.05983,-0.01233
3541.35184,-0.01235
3540.64386,-0.01237
3539.93587,-0.01239
3539.22788,-0.01241
3538.51989,-0.01242
3537.81191,-0.01244
3537.10392,-0.01246
3536.39593,-0.01247
3535.68795,-0.01249
3534.97996,-0.0125
3534.27197,-0.01252
3533.56398,-0.01253
3532.856,-0.01254
3532.14801,-0.01255
3531.44002,-0.01256
3530.73204,-0.01257
3530.02405,-0.01259
3529.31606,-0.0126
3528.60807,-0.01261
3527.90009,-0.01262
3527.1921,-0.01264
3526.48411,-0.01265
3525.77613,-0.01267
3525.06814,-0.01269
3524.36015,-0.01271
3523.65216,-0.01274
3522.94418,-0.01276
3522.23619,-0.01278
3521.5282,-0.01281
3520.82022,-0.01284
3520.11223,-0.01287
3519.40424,-0.0129
3518.69625,-0.01293
3517.98827,-0.01296
3517.28028,-0.01299
3516.57229,-0.01301
3515.86431,-0.01304
3515.15632,-0.01307
3514.44833,-0.0131
3513.74034,-0.01313
3513.03236,-0.01315
3512.32437,-0.01318
3511.61638,-0.0132
3510.9084,-0.01323
3510.20041,-0.01325
3509.49242,-0.01328
3508.78443,-0.0133
3508.07645,-0.01333
3507.36846,-0.01335
3506.66047,-0.01338
3505.95248,-0.0134
3505.2445,-0.01343
3504.53651,-0.01345
3503.82852,-0.01348
3503.12054,-0.01351
3502.41255,-0.01354
3501.70456,-0.01357
3500.99657,-0.0136
3500.28859,-0.01363
3499.5806,-0.01366
3498.87261,-0.01369
3498.16463,-0.01373
3497.45664,-0.01376
3496.74865,-0.01379
3496.04066,-0.01383
3495.33268,-0.01387
3494.62469,-0.0139
3493.9167,-0.01394
3493.20872,-0.01397
3492.50073,-0.01401
3491.79274,-0.01405
3491.08475,-0.01408
3490.37677,-0.01412
3489.66878,-0.01415
3488.96079,-0.01419
3488.25281,-0.01422
3487.54482,-0.01425
3486.83683,-0.01428
3486.12884,-0.01432
3485.42086,-0.01435
3484.71287,-0.01438
3484.00488,-0.01441
3483.2969,-0.01443
3482.58891,-0.01446
3481.88092,-0.01449
3481.17293,-0.01452
3480.46495,-0.01455
3479.75696,-0.01458
3479.04897,-0.01461
3478.34099,-0.01464
3477.633,-0.01467
3476.92501,-0.0147
3476.21702,-0.01474
3475.50904,-0.01477
3474.80105,-0.01481
3474.09306,-0.01485
3473.38507,-0.01489
3472.67709,-0.01492
3471.9691,-0.01496
3471.26111,-0.01501
3470.55313,-0.01505
3469.84514,-0.01509
3469.13715,-0.01513
3468.42916,-0.01517
3467.72118,-0.01522
3467.01319,-0.01526
3466.3052,-0.01531
3465.59722,-0.01535
3464.88923,-0.0154
3464.18124,-0.01545
3463.47325,-0.0155
3462.76527,-0.01555
3462.05728,-0.0156
3461.34929,-0.01565
3460.64131,-0.01571
3459.93332,-0.01576
3459.22533,-0.01581
3458.51734,-0.01587
3457.80936,-0.01592
3457.10137,-0.01597
3456.39338,-0.01602
3455.6854,-0.01607
3454.97741,-0.01612
3454.26942,-0.01617
3453.56143,-0.01622
3452.85345,-0.01626
3452.14546,-0.0163
3451.43747,-0.01635
3450.72949,-0.01638
3450.0215,-0.01642
3449.31351,-0.01646
3448.60552,-0.01649
3447.89754,-0.01653
3447.18955,-0.01656
3446.48156,-0.01659
3445.77358,-0.01662
3445.06559,-0.01665
3444.3576,-0.01668
3443.64961,-0.01672
3442.94163,-0.01675
3442.23364,-0.01678
3441.52565,-0.01681
3440.81766,-0.01685
3440.10968,-0.01688
3439.40169,-0.01692
3438.6937,-0.01696
3437.98572,-0.01699
3437.27773,-0.01703
3436.56974,-0.01707
3435.86175,-0.01712
3435.15377,-0.01716
3434.44578,-0.0172
3433.73779,-0.01725
3433.02981,-0.01729
3432.32182,-0.01734
3431.61383,-0.01739
3430.90584,-0.01744
3430.19786,-0.01748
3429.48987,-0.01754
3428.78188,-0.01759
3428.0739,-0.01764
3427.36591,-0.01769
3426.65792,-0.01775
3425.94993,-0.0178
3425.24195,-0.01786
3424.53396,-0.01791
3423.82597,-0.01797
3423.11799,-0.01803
3422.41,-0.01808
3421.70201,-0.01814
3420.99402,-0.01819
3420.28604,-0.01824
3419.57805,-0.0183
3418.87006,-0.01835
3418.16208,-0.0184
3417.45409,-0.01845
3416.7461,-0.0185
3416.03811,-0.01855
3415.33013,-0.01859
3414.62214,-0.01864
3413.91415,-0.01869
3413.20617,-0.01874
3412.49818,-0.01878
3411.79019,-0.01883
3411.0822,-0.01887
3410.37422,-0.01892
3409.66623,-0.01897
3408.95824,-0.01901
3408.25025,-0.01906
3407.54227,-0.0191
3406.83428,-0.01914
3406.12629,-0.01918
3405.41831,-0.01922
3404.71032,-0.01926
3404.00233,-0.0193
3403.29434,-0.01934
3402.58636,-0.01937
3401.87837,-0.01941
3401.17038,-0.01944
3400.4624,-0.01947
3399.75441,-0.0195
3399.04642,-0.01953
3398.33843,-0.01956
3397.63045,-0.01959
3396.92246,-0.01962
3396.21447,-0.01965
3395.50649,-0.01969
3394.7985,-0.01972
3394.09051,-0.01975
3393.38252,-0.01979
3392.67454,-0.01982
3391.96655,-0.01986
3391.25856,-0.01989
3390.55058,-0.01993
3389.84259,-0.01996
3389.1346,-0.02
3388.42661,-0.02003
3387.71863,-0.02006
3387.01064,-0.02009
3386.30265,-0.02012
3385.59467,-0.02015
3384.88668,-0.02017
3384.17869,-0.0202
3383.4707,-0.02022
3382.76272,-0.02024
3382.05473,-0.02026
3381.34674,-0.02028
3380.63876,-0.02029
3379.93077,-0.02031
3379.22278,-0.02032
3378.51479,-0.02033
3377.80681,-0.02034
3377.09882,-0.02035
3376.39083,-0.02036
3375.68284,-0.02037
3374.97486,-0.02038
3374.26687,-0.02039
3373.55888,-0.02039
3372.8509,-0.0204
3372.14291,-0.0204
3371.43492,-0.02041
3370.72693,-0.02041
3370.01895,-0.02042
3369.31096,-0.02042
3368.60297,-0.02043
3367.89499,-0.02044
3367.187,-0.02044
3366.47901,-0.02045
3365.77102,-0.02046
3365.06304,-0.02047
3364.35505,-0.02048
3363.64706,-0.0205
3362.93908,-0.02051
3362.23109,-0.02053
3361.5231,-0.02055
3360.81511,-0.02057
3360.10713,-0.02059
3359.39914,-0.02062
3358.69115,-0.02064
3357.98317,-0.02067
3357.27518,-0.0207
3356.56719,-0.02073
3355.8592,-0.02076
3355.15122,-0.02079
3354.44323,-0.02081
3353.73524,-0.02084
3353.02726,-0.02087
3352.31927,-0.02089
3351.61128,-0.02091
3350.90329,-0.02093
3350.19531,-0.02094
3349.48732,-0.02096
3348.77933,-0.02097
3348.07135,-0.02097
3347.36336,-0.02097
3346.65537,-0.02097
3345.94738,-0.02097
3345.2394,-0.02097
3344.53141,-0.02096
3343.82342,-0.02095
3343.11543,-0.02093
3342.40745,-0.02092
3341.69946,-0.0209
3340.99147,-0.02089
3340.28349,-0.02087
3339.5755,-0.02085
3338.86751,-0.02083
3338.15952,-0.0208
3337.45154,-0.02078
3336.74355,-0.02076
3336.03556,-0.02073
3335.32758,-0.02071
3334.61959,-0.02068
3333.9116,-0.02066
3333.20361,-0.02064
3332.49563,-0.02061
3331.78764,-0.02059
3331.07965,-0.02057
3330.37167,-0.02055
3329.66368,-0.02053
3328.95569,-0.02051
3328.2477,-0.02049
3327.53972,-0.02048
3326.83173,-0.02047
3326.12374,-0.02046
3325.41576,-0.02045
3324.70777,-0.02044
3323.99978,-0.02044
3323.29179,-0.02044
3322.58381,-0.02044
3321.87582,-0.02044
3321.16783,-0.02044
3320.45985,-0.02044
3319.75186,-0.02045
3319.04387,-0.02045
3318.33588,-0.02046
3317.6279,-0.02046
3316.91991,-0.02047
3316.21192,-0.02047
3315.50394,-0.02047
3314.79595,-0.02048
3314.08796,-0.02047
3313.37997,-0.02047
3312.67199,-0.02046
3311.964,-0.02046
3311.25601,-0.02044
3310.54802,-0.02043
3309.84004,-0.02041
3309.13205,-0.02039
3308.42406,-0.02037
3307.71608,-0.02035
3307.00809,-0.02033
3306.3001,-0.0203
3305.59211,-0.02028
3304.88413,-0.02025
3304.17614,-0.02022
3303.46815,-0.0202
3302.76017,-0.02017
3302.05218,-0.02015
3301.34419,-0.02013
3300.6362,-0.0201
3299.92822,-0.02008
3299.22023,-0.02007
3298.51224,-0.02005
3297.80426,-0.02004
3297.09627,-0.02002
3296.38828,-0.02001
3295.68029,-0.02
3294.97231,-0.01998
3294.26432,-0.01997
3293.55633,-0.01996
3292.84835,-0.01995
3292.14036,-0.01994
3291.43237,-0.01993
3290.72438,-0.01992
3290.0164,-0.01991
3289.30841,-0.01989
3288.60042,-0.01988
3287.89244,-0.01987
3287.18445,-0.01986
3286.47646,-0.01984
3285.76847,-0.01983
3285.06049,-0.01982
3284.3525,-0.0198
3283.64451,-0.01979
3282.93653,-0.01977
3282.22854,-0.01976
3281.52055,-0.01974
3280.81256,-0.01972
3280.10458,-0.0197
3279.39659,-0.01968
3278.6886,-0.01966
3277.98061,-0.01964
3277.27263,-0.01962
3276.56464,-0.01959
3275.85665,-0.01957
3275.14867,-0.01954
3274.44068,-0.01952
3273.73269,-0.01949
3273.0247,-0.01947
3272.31672,-0.01945
3271.60873,-0.01942
3270.90074,-0.0194
3270.19276,-0.01938
3269.48477,-0.01936
3268.77678,-0.01934
3268.06879,-0.01932
3267.36081,-0.01931
3266.65282,-0.0193
3265.94483,-0.01929
3265.23685,-0.01928
3264.52886,-0.01927
3263.82087,-0.01927
3263.11288,-0.01927
3262.4049,-0.01927
3261.69691,-0.01927
3260.98892,-0.01927
3260.28094,-0.01928
3259.57295,-0.01929
3258.86496,-0.0193
3258.15697,-0.01931
3257.44899,-0.01932
3256.741,-0.01933
3256.03301,-0.01934
3255.32503,-0.01935
3254.61704,-0.01936
3253.90905,-0.01937
3253.20106,-0.01938
3252.49308,-0.01939
3251.78509,-0.0194
3251.0771,-0.01941
3250.36912,-0.01941
3249.66113,-0.01942
3248.95314,-0.01942
3248.24515,-0.01942
3247.53717,-0.01942
3246.82918,-0.01942
3246.12119,-0.01942
3245.4132,-0.01942
3244.70522,-0.01941
3243.99723,-0.01941
3243.28924,-0.0194
3242.58126,-0.0194
3241.87327,-0.0194
3241.16528,-0.01939
3240.45729,-0.01939
3239.74931,-0.01939
3239.04132,-0.01939
3238.33333,-0.01939
3237.62535,-0.01939
3236.91736,-0.01939
3236.20937,-0.01939
3235.50138,-0.0194
3234.7934,-0.0194
3234.08541,-0.01941
3233.37742,-0.01941
3232.66944,-0.01942
3231.96145,-0.01942
3231.25346,-0.01943
3230.54547,-0.01943
3229.83749,-0.01943
3229.1295,-0.01943
3228.42151,-0.01943
3227.71353,-0.01943
3227.00554,-0.01943
3226.29755,-0.01943
3225.58956,-0.01942
3224.88158,-0.01941
3224.17359,-0.0194
3223.4656,-0.01939
3222.75762,-0.01937
3222.04963,-0.01936
3221.34164,-0.01934
3220.63365,-0.01932
3219.92567,-0.0193
3219.21768,-0.01927
3218.50969,-0.01925
3217.80171,-0.01922
3217.09372,-0.0192
3216.38573,-0.01917
3215.67774,-0.01914
3214.96976,-0.01912
3214.26177,-0.01909
3213.55378,-0.01906
3212.84579,-0.01903
3212.13781,-0.01901
3211.42982,-0.01898
3210.72183,-0.01895
3210.01385,-0.01892
3209.30586,-0.01889
3208.59787,-0.01887
3207.88988,-0.01884
3207.1819,-0.01881
3206.47391,-0.01878
3205.76592,-0.01875
3205.05794,-0.01871
3204.34995,-0.01868
3203.64196,-0.01864
3202.93397,-0.01861
3202.22599,-0.01857
3201.518,-0.01853
3200.81001,-0.01849
3200.10203,-0.01845
3199.39404,-0.0184
3198.68605,-0.01836
3197.97806,-0.01832
3197.27008,-0.01827
3196.56209,-0.01823
3195.8541,-0.01818
3195.14612,-0.01814
3194.43813,-0.0181
3193.73014,-0.01805
3193.02215,-0.01801
3192.31417,-0.01797
3191.60618,-0.01793
3190.89819,-0.01788
3190.19021,-0.01784
3189.48222,-0.0178
3188.77423,-0.01775
3188.06624,-0.01771
3187.35826,-0.01766
3186.65027,-0.01762
3185.94228,-0.01757
3185.2343,-0.01752
3184.52631,-0.01747
3183.81832,-0.01742
3183.11033,-0.01736
3182.40235,-0.01731
3181.69436,-0.01725
3180.98637,-0.01719
3180.27838,-0.01712
3179.5704,-0.01706
3178.86241,-0.01699
3178.15442,-0.01692
3177.44644,-0.01685
3176.73845,-0.01678
3176.03046,-0.0167
3175.32247,-0.01663
3174.61449,-0.01655
3173.9065,-0.01647
3173.19851,-0.01639
3172.49053,-0.01631
3171.78254,-0.01623
3171.07455,-0.01615
