8A,
3667.37356,-0.00497
3666.66557,-0.00506
3665.95759,-0.00514
3665.2496,-0.00523
3664.54161,-0.00532
3663.83362,-0.0054
3663.12564,-0.00549
3662.41765,-0.00557
3661.70966,-0.00566
3661.00168,-0.00575
3660.29369,-0.00584
3659.5857,-0.00593
3658.87771,-0.00602
3658.16973,-0.00611
3657.46174,-0.00621
3656.75375,-0.00631
3656.04577,-0.00642
3655.33778,-0.00652
3654.62979,-0.00663
3653.9218,-0.00674
3653.21382,-0.00686
3652.50583,-0.00698
3651.79784,-0.00709
3651.08986,-0.00722
3650.38187,-0.00734
3649.67388,-0.00746
3648.96589,-0.00758
3648.25791,-0.0077
3647.54992,-0.00782
3646.84193,-0.00794
3646.13395,-0.00806
3645.42596,-0.00817
3644.71797,-0.00828
3644.00998,-0.00838
3643.302,-0.00849
3642.59401,-0.00858
3641.88602,-0.00868
3641.17803,-0.00877
3640.47005,-0.00886
3639.76206,-0.00894
3639.05407,-0.00902
3638.34609,-0.0091
3637.6381,-0.00918
3636.93011,-0.00926
3636.22212,-0.00934
3635.51414,-0.00942
3634.80615,-0.00949
3634.09816,-0.00957
3633.39018,-0.00965
3632.68219,-0.00973
3631.9742,-0.00981
3631.26621,-0.00989
3630.55823,-0.00997
3629.85024,-0.01005
3629.14225,-0.01013
3628.43427,-0.01022
3627.72628,-0.0103
3627.01829,-0.01039
3626.3103,-0.01047
3625.60232,-0.01056
3624.89433,-0.01064
3624.18634,-0.01073
3623.47836,-0.01081
3622.77037,-0.01089
3622.06238,-0.01097
3621.35439,-0.01106
3620.64641,-0.01114
3619.93842,-0.01121
3619.23043,-0.01129
3618.52245,-0.01137
3617.81446,-0.01145
3617.10647,-0.01152
3616.39848,-0.01159
3615.6905,-0.01166
3614.98251,-0.01173
3614.27452,-0.0118
3613.56654,-0.01186
3612.85855,-0.01192
3612.15056,-0.01198
3611.44257,-0.01203
3610.73459,-0.01208
3610.0266,-0.01213
3609.31861,-0.01218
3608.61063,-0.01222
3607.90264,-0.01226
3607.19465,-0.01229
3606.48666,-0.01232
3605.77868,-0.01235
3605.07069,-0.01238
3604.3627,-0.01241
3603.65471,-0.01243
3602.94673,-0.01245
3602.23874,-0.01247
3601.53075,-0.01249
3600.82277,-0.0125
3600.11478,-0.01252
3599.40679,-0.01253
3598.6988,-0.01255
3597.99082,-0.01256
3597.28283,-0.01257
3596.57484,-0.01258
3595.86686,-0.0126
3595.15887,-0.01261
3594.45088,-0.01262
3593.74289,-0.01263
3593.03491,-0.01264
3592.32692,-0.01265
3591.61893,-0.01266
3590.91095,-0.01267
3590.20296,-0.01268
3589.49497,-0.01269
3588.78698,-0.0127
3588.079,-0.01271
3587.37101,-0.01273
3586.66302,-0.01274
3585.95504,-0.01275
3585.24705,-0.01276
3584.53906,-0.01277
3583.83107,-0.01279
3583.12309,-0.0128
3582.4151,-0.01282
3581.70711,-0.01283
3580.99913,-0.01285
3580.29114,-0.01286
3579.58315,-0.01288
3578.87516,-0.0129
3578.16718,-0.01292
3577.45919,-0.01294
3576.7512,-0.01296
3576.04322,-0.01299
3575.33523,-0.01302
3574.62724,-0.01304
3573.91925,-0.01307
3573.21127,-0.0131
3572.50328,-0.01313
3571.79529,-0.01316
3571.0873,-0.0132
3570.37932,-0.01323
3569.67133,-0.01326
3568.96334,-0.01329
3568.25536,-0.01332
3567.54737,-0.01335
3566.83938,-0.01337
3566.13139,-0.0134
3565.42341,-0.01342
3564.71542,-0.01344
3564.00743,-0.01346
3563.29945,-0.01348
3562.59146,-0.01349
3561.88347,-0.01351
3561.17548,-0.01352
3560.4675,-0.01353
3559.75951,-0.01354
3559.05152,-0.01354
3558.34354,-0.01355
3557.63555,-0.01356
3556.92756,-0.01356
3556.21957,-0.01357
3555.51159,-0.01357
3554.8036,-0.01358
3554.09561,-0.01359
3553.38763,-0.01359
3552.67964,-0.0136
3551.97165,-0.01361
3551.26366,-0.01362
3550.55568,-0.01363
3549.84769,-0.01364
3549.1397,-0.01366
3548.43172,-0.01367
3547.72373,-0.01368
3547.01574,-0.01369
3546.30775,-0.0137
3545.59977,-0.01371
3544.89178,-0.01372
3544.18379,-0.01373
3543.47581,-0.01374
3542.76782,-0.01375
3542.05983,-0.01375
3541.35184,-0.01376
3540.64386,-0.01376
3539.93587,-0.01376
3539.22788,-0.01377
3538.51989,-0.01377
3537.81191,-0.01377
3537.10392,-0.01377
3536.39593,-0.01378
3535.68795,-0.01378
3534.97996,-0.01378
3534.27197,-0.01379
3533.56398,-0.0138
3532.856,-0.01381
3532.14801,-0.01382
3531.44002,-0.01384
3530.73204,-0.01385
3530.02405,-0.01387
3529.31606,-0.0139
3528.60807,-0.01392
3527.90009,-0.01395
3527.1921,-0.01398
3526.48411,-0.01401
3525.77613,-0.01404
3525.06814,-0.01407
3524.36015,-0.01411
3523.65216,-0.01414
3522.94418,-0.01418
3522.23619,-0.01421
3521.5282,-0.01424
3520.82022,-0.01428
3520.11223,-0.01431
3519.40424,-0.01434
3518.69625,-0.01437
3517.98827,-0.01441
3517.28028,-0.01444
3516.57229,-0.01447
3515.86431,-0.0145
3515.15632,-0.01453
3514.44833,-0.01456
3513.74034,-0.01459
3513.03236,-0.01463
3512.32437,-0.01466
3511.61638,-0.01469
3510.9084,-0.01473
3510.20041,-0.01476
3509.49242,-0.01479
3508.78443,-0.01483
3508.07645,-0.01486
3507.36846,-0.01489
3506.66047,-0.01492
3505.95248,-0.01495
3505.2445,-0.01497
3504.53651,-0.015
3503.82852,-0.01502
3503.12054,-0.01504
3502.41255,-0.01506
3501.70456,-0.01508
3500.99657,-0.0151
3500.28859,-0.01511
3499.5806,-0.01512
3498.87261,-0.01514
3498.16463,-0.01515
3497.45664,-0.01516
3496.74865,-0.01518
3496.04066,-0.01519
3495.33268,-0.0152
3494.62469,-0.01522
3493.9167,-0.01524
3493.20872,-0.01526
3492.50073,-0.01528
3491.79274,-0.01531
3491.08475,-0.01533
3490.37677,-0.01536
3489.66878,-0.01539
3488.96079,-0.01542
3488.25281,-0.01546
3487.54482,-0.0155
3486.83683,-0.01553
3486.12884,-0.01557
3485.42086,-0.01561
3484.71287,-0.01565
3484.00488,-0.0157
3483.2969,-0.01574
3482.58891,-0.01578
3481.88092,-0.01583
3481.17293,-0.01587
3480.46495,-0.01592
3479.75696,-0.01596
3479.04897,-0.01601
3478.34099,-0.01605
3477.633,-0.0161
3476.92501,-0.01615
3476.21702,-0.0162
3475.50904,-0.01625
3474.80105,-0.0163
3474.09306,-0.01635
3473.38507,-0.0164
3472.67709,-0.01645
3471.9691,-0.01651
3471.26111,-0.01656
3470.55313,-0.01661
3469.84514,-0.01667
3469.13715,-0.01672
3468.42916,-0.01677
3467.72118,-0.01683
3467.01319,-0.01688
3466.3052,-0.01693
3465.59722,-0.01698
3464.88923,-0.01702
3464.18124,-0.01707
3463.47325,-0.01711
3462.76527,-0.01716
3462.05728,-0.0172
3461.34929,-0.01723
3460.64131,-0.01727
3459.93332,-0.01731
3459.22533,-0.01735
3458.51734,-0.01738
3457.80936,-0.01742
3457.10137,-0.01745
3456.39338,-0.01749
3455.6854,-0.01753
3454.97741,-0.01757
3454.26942,-0.01761
3453.56143,-0.01765
3452.85345,-0.0177
3452.14546,-0.01775
3451.43747,-0.0178
3450.72949,-0.01785
3450.0215,-0.01791
3449.31351,-0.01797
3448.60552,-0.01803
3447.89754,-0.01809
3447.18955,-0.01816
3446.48156,-0.01822
3445.77358,-0.01829
3445.06559,-0.01836
3444.3576,-0.01843
3443.64961,-0.0185
3442.94163,-0.01857
3442.23364,-0.01864
3441.52565,-0.01871
3440.81766,-0.01878
3440.10968,-0.01884
3439.40169,-0.0189
3438.6937,-0.01897
3437.98572,-0.01902
3437.27773,-0.01908
3436.56974,-0.01913
3435.86175,-0.01918
3435.15377,-0.01923
3434.44578,-0.01927
3433.73779,-0.01931
3433.02981,-0.01936
3432.32182,-0.01939
3431.61383,-0.01943
3430.90584,-0.01947
3430.19786,-0.01951
3429.48987,-0.01954
3428.78188,-0.01958
3428.0739,-0.01962
3427.36591,-0.01966
3426.65792,-0.0197
3425.94993,-0.01974
3425.24195,-0.01979
3424.53396,-0.01983
3423.82597,-0.01988
3423.11799,-0.01993
3422.41,-0.01999
3421.70201,-0.02004
3420.99402,-0.0201
3420.28604,-0.02016
3419.57805,-0.02021
3418.87006,-0.02027
3418.16208,-0.02033
3417.45409,-0.02039
3416.7461,-0.02045
3416.03811,-0.0205
3415.33013,-0.02056
3414.62214,-0.02061
3413.91415,-0.02067
3413.20617,-0.02072
3412.49818,-0.02077
3411.79019,-0.02082
3411.0822,-0.02086
3410.37422,-0.02091
3409.66623,-0.02095
3408.95824,-0.02099
3408.25025,-0.02103
3407.54227,-0.02107
3406.83428,-0.02111
3406.12629,-0.02114
3405.41831,-0.02118
3404.71032,-0.02121
3404.00233,-0.02124
3403.29434,-0.02128
3402.58636,-0.02131
3401.87837,-0.02134
3401.17038,-0.02137
3400.4624,-0.0214
3399.75441,-0.02144
3399.04642,-0.02147
3398.33843,-0.0215
3397.63045,-0.02154
3396.92246,-0.02157
3396.21447,-0.02161
3395.50649,-0.02165
3394.7985,-0.02169
3394.09051,-0.02172
3393.38252,-0.02176
3392.67454,-0.0218
3391.96655,-0.02184
3391.25856,-0.02187
3390.55058,-0.02191
3389.84259,-0.02195
3389.1346,-0.02198
3388.42661,-0.02201
3387.71863,-0.02205
3387.01064,-0.02208
3386.30265,-0.02211
3385.59467,-0.02214
3384.88668,-0.02217
3384.17869,-0.0222
3383.4707,-0.02223
3382.76272,-0.02225
3382.05473,-0.02228
3381.34674,-0.02231
3380.63876,-0.02233
3379.93077,-0.02236
3379.22278,-0.02239
3378.51479,-0.02241
3377.80681,-0.02244
3377.09882,-0.02247
3376.39083,-0.02249
3375.68284,-0.02252
3374.97486,-0.02255
3374.26687,-0.02257
3373.55888,-0.0226
3372.8509,-0.02262
3372.14291,-0.02264
3371.43492,-0.02266
3370.72693,-0.02268
3370.01895,-0.0227
3369.31096,-0.02272
3368.60297,-0.02274
3367.89499,-0.02276
3367.187,-0.02277
3366.47901,-0.02279
3365.77102,-0.02281
3365.06304,-0.02282
3364.35505,-0.02284
3363.64706,-0.02285
3362.93908,-0.02287
3362.23109,-0.02288
3361.5231,-0.02289
3360.81511,-0.02291
3360.10713,-0.02292
3359.39914,-0.02294
3358.69115,-0.02295
3357.98317,-0.02296
3357.27518,-0.02297
3356.56719,-0.02299
3355.8592,-0.023
3355.15122,-0.02301
3354.44323,-0.02302
3353.73524,-0.02302
3353.02726,-0.02303
3352.31927,-0.02304
3351.61128,-0.02305
3350.90329,-0.02305
3350.19531,-0.02306
3349.48732,-0.02306
3348.77933,-0.02307
3348.07135,-0.02307
3347.36336,-0.02307
3346.65537,-0.02308
3345.94738,-0.02308
3345.2394,-0.02308
3344.53141,-0.02308
3343.82342,-0.02308
3343.11543,-0.02308
3342.40745,-0.02308
3341.69946,-0.02308
3340.99147,-0.02307
3340.28349,-0.02307
3339.5755,-0.02306
3338.86751,-0.02305
3338.15952,-0.02304
3337.45154,-0.02303
3336.74355,-0.02302
3336.03556,-0.023
3335.32758,-0.02299
3334.61959,-0.02297
3333.9116,-0.02296
3333.20361,-0.02294
3332.49563,-0.02292
3331.78764,-0.0229
3331.07965,-0.02288
3330.37167,-0.02287
3329.66368,-0.02285
3328.95569,-0.02283
3328.2477,-0.02281
3327.53972,-0.02279
3326.83173,-0.02277
3326.12374,-0.02275
3325.41576,-0.02273
3324.70777,-0.02271
3323.99978,-0.02269
3323.29179,-0.02267
3322.58381,-0.02265
3321.87582,-0.02262
3321.16783,-0.0226
3320.45985,-0.02258
3319.75186,-0.02255
3319.04387,-0.02253
3318.33588,-0.02251
3317.6279,-0.02248
3316.91991,-0.02246
3316.21192,-0.02244
3315.50394,-0.02242
3314.79595,-0.0224
3314.08796,-0.02238
3313.37997,-0.02236
3312.67199,-0.02234
3311.964,-0.02232
3311.25601,-0.0223
3310.54802,-0.02229
3309.84004,-0.02227
3309.13205,-0.02226
3308.42406,-0.02224
3307.71608,-0.02223
3307.00809,-0.02222
3306.3001,-0.0222
3305.59211,-0.02219
3304.88413,-0.02218
3304.17614,-0.02217
3303.46815,-0.02216
3302.76017,-0.02215
3302.05218,-0.02215
3301.34419,-0.02214
3300.6362,-0.02213
3299.92822,-0.02212
3299.22023,-0.02211
3298.51224,-0.0221
3297.80426,-0.02209
3297.09627,-0.02208
3296.38828,-0.02207
3295.68029,-0.02206
3294.97231,-0.02205
3294.26432,-0.02203
3293.55633,-0.02202
3292.84835,-0.022
3292.14036,-0.02199
3291.43237,-0.02197
3290.72438,-0.02196
3290.0164,-0.02194
3289.30841,-0.02192
3288.60042,-0.02191
3287.89244,-0.0219
3287.18445,-0.02188
3286.47646,-0.02187
3285.76847,-0.02186
3285.06049,-0.02185
3284.3525,-0.02185
3283.64451,-0.02184
3282.93653,-0.02184
3282.22854,-0.02184
3281.52055,-0.02184
3280.81256,-0.02184
3280.10458,-0.02184
3279.39659,-0.02184
3278.6886,-0.02184
3277.98061,-0.02184
3277.27263,-0.02184
3276.56464,-0.02184
3275.85665,-0.02183
3275.14867,-0.02183
3274.44068,-0.02182
3273.73269,-0.02181
3273.0247,-0.0218
3272.31672,-0.02178
3271.60873,-0.02177
3270.90074,-0.02175
3270.19276,-0.02173
3269.48477,-0.02171
3268.77678,-0.02169
3268.06879,-0.02167
3267.36081,-0.02165
3266.65282,-0.02163
3265.94483,-0.02161
3265.23685,-0.02159
3264.52886,-0.02157
3263.82087,-0.02155
3263.11288,-0.02154
3262.4049,-0.02153
3261.69691,-0.02151
3260.98892,-0.0215
3260.28094,-0.0215
3259.57295,-0.02149
3258.86496,-0.02148
3258.15697,-0.02148
3257.44899,-0.02147
3256.741,-0.02146
3256.03301,-0.02146
3255.32503,-0.02145
3254.61704,-0.02144
3253.90905,-0.02144
3253.20106,-0.02143
3252.49308,-0.02142
3251.78509,-0.02141
3251.0771,-0.0214
3250.36912,-0.02139
3249.66113,-0.02138
3248.95314,-0.02137
3248.24515,-0.02136
3247.53717,-0.02136
3246.82918,-0.02135
3246.12119,-0.02134
3245.4132,-0.02134
3244.70522,-0.02133
3243.99723,-0.02133
3243.28924,-0.02133
3242.58126,-0.02133
3241.87327,-0.02133
3241.16528,-0.02134
3240.45729,-0.02134
3239.74931,-0.02135
3239.04132,-0.02136
3238.33333,-0.02137
3237.62535,-0.02138
3236.91736,-0.02139
3236.20937,-0.0214
3235.50138,-0.02141
3234.7934,-0.02142
3234.08541,-0.02143
3233.37742,-0.02144
3232.66944,-0.02145
3231.96145,-0.02145
3231.25346,-0.02146
3230.54547,-0.02147
3229.83749,-0.02147
3229.1295,-0.02147
3228.42151,-0.02147
3227.71353,-0.02147
3227.00554,-0.02147
3226.29755,-0.02147
3225.58956,-0.02147
3224.88158,-0.02146
3224.17359,-0.02146
3223.4656,-0.02145
3222.75762,-0.02144
3222.04963,-0.02143
3221.34164,-0.02141
3220.63365,-0.0214
3219.92567,-0.02138
3219.21768,-0.02136
3218.50969,-0.02133
3217.80171,-0.02131
3217.09372,-0.02128
3216.38573,-0.02125
3215.67774,-0.02122
3214.96976,-0.02119
3214.26177,-0.02115
3213.55378,-0.02111
3212.84579,-0.02107
3212.13781,-0.02103
3211.42982,-0.02099
3210.72183,-0.02095
3210.01385,-0.0209
3209.30586,-0.02086
3208.59787,-0.02082
3207.88988,-0.02077
3207.1819,-0.02073
3206.47391,-0.02068
3205.76592,-0.02064
3205.05794,-0.02059
3204.34995,-0.02055
3203.64196,-0.02051
3202.93397,-0.02046
3202.22599,-0.02042
3201.518,-0.02038
3200.81001,-0.02034
3200.10203,-0.0203
3199.39404,-0.02026
3198.68605,-0.02022
3197.97806,-0.02018
3197.27008,-0.02014
3196.56209,-0.02009
3195.8541,-0.02005
3195.14612,-0.02
3194.43813,-0.01995
3193.73014,-0.01991
3193.02215,-0.01986
3192.31417,-0.0198
3191.60618,-0.01975
3190.89819,-0.0197
3190.19021,-0.01964
3189.48222,-0.01958
3188.77423,-0.01953
3188.06624,-0.01947
3187.35826,-0.01941
3186.65027,-0.01935
3185.94228,-0.01929
3185.2343,-0.01923
3184.52631,-0.01917
3183.81832,-0.0191
3183.11033,-0.01904
3182.40235,-0.01898
3181.69436,-0.01891
3180.98637,-0.01885
3180.27838,-0.01878
3179.5704,-0.01871
3178.86241,-0.01865
3178.15442,-0.01858
3177.44644,-0.01851
3176.73845,-0.01843
3176.03046,-0.01836
3175.32247,-0.01829
3174.61449,-0.01821
3173.9065,-0.01813
