14C,
3823.13074,0.00011
3822.42275,0.0001
3821.71476,9e-05
3821.00678,8e-05
3820.29879,7e-05
3819.5908,6e-05
3818.88282,5e-05
3818.17483,4e-05
3817.46684,3e-05
3816.75885,2e-05
3816.05087,1e-05
3815.34288,0.0
3814.63489,0.0
3813.92691,-1e-05
3813.21892,-2e-05
3812.51093,-2e-05
3811.80294,-2e-05
3811.09496,-3e-05
3810.38697,-3e-05
3809.67898,-3e-05
3808.971,-2e-05
3808.26301,-2e-05
3807.55502,-1e-05
3806.84703,-1e-05
3806.13905,0.0
3805.43106,1e-05
3804.72307,2e-05
3804.01508,2e-05
3803.3071,3e-05
3802.59911,4e-05
3801.89112,5e-05
3801.18314,5e-05
3800.47515,6e-05
3799.76716,6e-05
3799.05917,6e-05
3798.35119,6e-05
3797.6432,6e-05
3796.93521,5e-05
3796.22723,4e-05
3795.51924,4e-05
3794.81125,2e-05
3794.10326,1e-05
3793.39528,0.0
3792.68729,-2e-05
3791.9793,-3e-05
3791.27132,-5e-05
3790.56333,-7e-05
3789.85534,-8e-05
3789.14735,-0.0001
3788.43937,-0.00012
3787.73138,-0.00013
3787.02339,-0.00015
3786.31541,-0.00016
3785.60742,-0.00018
3784.89943,-0.00019
3784.19144,-0.0002
3783.48346,-0.00021
3782.77547,-0.00022
3782.06748,-0.00023
3781.3595,-0.00024
3780.65151,-0.00025
3779.94352,-0.00025
3779.23553,-0.00026
3778.52755,-0.00026
3777.81956,-0.00027
3777.11157,-0.00027
3776.40359,-0.00027
3775.6956,-0.00028
3774.98761,-0.00028
3774.27962,-0.00028
3773.57164,-0.00028
3772.86365,-0.00028
3772.15566,-0.00027
3771.44767,-0.00027
3770.73969,-0.00027
3770.0317,-0.00026
3769.32371,-0.00026
3768.61573,-0.00025
3767.90774,-0.00024
3767.19975,-0.00023
3766.49176,-0.00022
3765.78378,-0.00021
3765.07579,-0.0002
3764.3678,-0.00019
3763.65982,-0.00018
3762.95183,-0.00017
3762.24384,-0.00016
3761.53585,-0.00014
3760.82787,-0.00013
3760.11988,-0.00011
3759.41189,-0.0001
3758.70391,-8e-05
3757.99592,-7e-05
3757.28793,-5e-05
3756.57994,-3e-05
3755.87196,-1e-05
3755.16397,1e-05
3754.45598,3e-05
3753.748,5e-05
3753.04001,8e-05
3752.33202,0.0001
3751.62403,0.00013
3750.91605,0.00015
3750.20806,0.00018
3749.50007,0.0002
3748.79209,0.00023
3748.0841,0.00025
3747.37611,0.00027
3746.66812,0.0003
3745.96014,0.00032
3745.25215,0.00033
3744.54416,0.00035
3743.83618,0.00036
3743.12819,0.00037
3742.4202,0.00038
3741.71221,0.00038
3741.00423,0.00039
3740.29624,0.00039
3739.58825,0.00038
3738.88026,0.00038
3738.17228,0.00037
3737.46429,0.00036
3736.7563,0.00035
3736.04832,0.00033
3735.34033,0.00032
3734.63234,0.0003
3733.92435,0.00029
3733.21637,0.00027
3732.50838,0.00025
3731.80039,0.00023
3731.09241,0.00021
3730.38442,0.00019
3729.67643,0.00016
3728.96844,0.00014
3728.26046,0.00011
3727.55247,8e-05
3726.84448,5e-05
3726.1365,2e-05
3725.42851,-1e-05
3724.72052,-5e-05
3724.01253,-9e-05
3723.30455,-0.00012
3722.59656,-0.00016
3721.88857,-0.0002
3721.18059,-0.00023
3720.4726,-0.00027
3719.76461,-0.00031
3719.05662,-0.00035
3718.34864,-0.00039
3717.64065,-0.00043
3716.93266,-0.00046
3716.22468,-0.0005
3715.51669,-0.00054
3714.8087,-0.00057
3714.10071,-0.00061
3713.39273,-0.00064
3712.68474,-0.00067
3711.97675,-0.00071
3711.26877,-0.00074
3710.56078,-0.00077
3709.85279,-0.0008
3709.1448,-0.00082
3708.43682,-0.00085
3707.72883,-0.00088
3707.02084,-0.00091
3706.31285,-0.00094
3705.60487,-0.00097
3704.89688,-0.001
3704.18889,-0.00103
3703.48091,-0.00106
3702.77292,-0.0011
3702.06493,-0.00113
3701.35694,-0.00117
3700.64896,-0.0012
3699.94097,-0.00124
3699.23298,-0.00128
3698.525,-0.00131
3697.81701,-0.00135
3697.10902,-0.00139
3696.40103,-0.00143
3695.69305,-0.00147
3694.98506,-0.00151
3694.27707,-0.00155
3693.56909,-0.00159
3692.8611,-0.00163
3692.15311,-0.00167
3691.44512,-0.00171
3690.73714,-0.00175
3690.02915,-0.00179
3689.32116,-0.00183
3688.61318,-0.00187
3687.90519,-0.00192
3687.1972,-0.00196
3686.48921,-0.002
3685.78123,-0.00204
3685.07324,-0.00208
3684.36525,-0.00212
3683.65727,-0.00216
3682.94928,-0.0022
3682.24129,-0.00225
3681.5333,-0.00229
3680.82532,-0.00234
3680.11733,-0.00238
3679.40934,-0.00243
3678.70136,-0.00248
3677.99337,-0.00253
3677.28538,-0.00259
3676.57739,-0.00264
3675.86941,-0.0027
3675.16142,-0.00276
3674.45343,-0.00282
3673.74544,-0.00289
3673.03746,-0.00296
3672.32947,-0.00303
3671.62148,-0.0031
3670.9135,-0.00318
3670.20551,-0.00326
3669.49752,-0.00334
3668.78953,-0.00343
3668.08155,-0.00352
3667.37356,-0.00361
3666.66557,-0.0037
3665.95759,-0.00379
3665.2496,-0.00388
3664.54161,-0.00397
3663.83362,-0.00407
3663.12564,-0.00416
3662.41765,-0.00425
3661.70966,-0.00435
3661.00168,-0.00444
3660.29369,-0.00454
3659.5857,-0.00463
3658.87771,-0.00472
3658.16973,-0.00482
3657.46174,-0.00491
3656.75375,-0.005
3656.04577,-0.00509
3655.33778,-0.00518
3654.62979,-0.00528
3653.9218,-0.00537
3653.21382,-0.00546
3652.50583,-0.00555
3651.79784,-0.00565
3651.08986,-0.00574
3650.38187,-0.00584
3649.67388,-0.00593
3648.96589,-0.00603
3648.25791,-0.00613
3647.54992,-0.00622
3646.84193,-0.00632
3646.13395,-0.00642
3645.42596,-0.00651
3644.71797,-0.00661
3644.00998,-0.00671
3643.302,-0.0068
3642.59401,-0.0069
3641.88602,-0.00699
3641.17803,-0.00708
3640.47005,-0.00717
3639.76206,-0.00725
3639.05407,-0.00734
3638.34609,-0.00742
3637.6381,-0.0075
3636.93011,-0.00758
3636.22212,-0.00765
3635.51414,-0.00772
3634.80615,-0.00779
3634.09816,-0.00786
3633.39018,-0.00793
3632.68219,-0.00799
3631.9742,-0.00805
3631.26621,-0.00811
3630.55823,-0.00817
3629.85024,-0.00822
3629.14225,-0.00828
3628.43427,-0.00833
3627.72628,-0.00838
3627.01829,-0.00843
3626.3103,-0.00848
3625.60232,-0.00853
3624.89433,-0.00859
3624.18634,-0.00864
3623.47836,-0.00869
3622.77037,-0.00874
3622.06238,-0.00878
3621.35439,-0.00883
3620.64641,-0.00888
3619.93842,-0.00893
3619.23043,-0.00897
3618.52245,-0.00902
3617.81446,-0.00906
3617.10647,-0.00911
3616.39848,-0.00915
3615.6905,-0.00919
3614.98251,-0.00923
3614.27452,-0.00927
3613.56654,-0.00932
3612.85855,-0.00936
3612.15056,-0.0094
3611.44257,-0.00944
3610.73459,-0.00948
3610.0266,-0.00952
3609.31861,-0.00955
3608.61063,-0.00959
3607.90264,-0.00963
3607.19465,-0.00967
3606.48666,-0.0097
3605.77868,-0.00973
3605.07069,-0.00977
3604.3627,-0.0098
3603.65471,-0.00983
3602.94673,-0.00985
3602.23874,-0.00988
3601.53075,-0.0099
3600.82277,-0.00992
3600.11478,-0.00994
3599.40679,-0.00996
3598.6988,-0.00997
3597.99082,-0.00998
3597.28283,-0.01
3596.57484,-0.01001
3595.86686,-0.01002
3595.15887,-0.01004
3594.45088,-0.01005
3593.74289,-0.01007
3593.03491,-0.01008
3592.32692,-0.0101
3591.61893,-0.01012
3590.91095,-0.01015
3590.20296,-0.01017
3589.49497,-0.0102
3588.78698,-0.01023
3588.079,-0.01027
3587.37101,-0.0103
3586.66302,-0.01034
3585.95504,-0.01038
3585.24705,-0.01042
3584.53906,-0.01046
3583.83107,-0.0105
3583.12309,-0.01054
3582.4151,-0.01058
3581.70711,-0.01062
3580.99913,-0.01066
3580.29114,-0.01069
3579.58315,-0.01072
3578.87516,-0.01075
3578.16718,-0.01077
3577.45919,-0.0108
3576.7512,-0.01082
3576.04322,-0.01083
3575.33523,-0.01084
3574.62724,-0.01085
3573.91925,-0.01086
3573.21127,-0.01087
3572.50328,-0.01087
3571.79529,-0.01088
3571.0873,-0.01088
3570.37932,-0.01088
3569.67133,-0.01089
3568.96334,-0.01089
3568.25536,-0.0109
3567.54737,-0.0109
3566.83938,-0.01091
3566.13139,-0.01092
3565.42341,-0.01092
3564.71542,-0.01094
3564.00743,-0.01095
3563.29945,-0.01096
3562.59146,-0.01097
3561.88347,-0.01099
3561.17548,-0.011
3560.4675,-0.01102
3559.75951,-0.01103
3559.05152,-0.01105
3558.34354,-0.01106
3557.63555,-0.01108
3556.92756,-0.01109
3556.21957,-0.0111
3555.51159,-0.01111
3554.8036,-0.01112
3554.09561,-0.01113
3553.38763,-0.01114
3552.67964,-0.01115
3551.97165,-0.01116
3551.26366,-0.01117
3550.55568,-0.01118
3549.84769,-0.01119
3549.1397,-0.0112
3548.43172,-0.01121
3547.72373,-0.01123
3547.01574,-0.01124
3546.30775,-0.01125
3545.59977,-0.01127
3544.89178,-0.01129
3544.18379,-0.0113
3543.47581,-0.01132
3542.76782,-0.01134
3542.05983,-0.01136
3541.35184,-0.01138
3540.64386,-0.0114
3539.93587,-0.01143
3539.22788,-0.01145
3538.51989,-0.01147
3537.81191,-0.01149
3537.10392,-0.01151
3536.39593,-0.01154
3535.68795,-0.01156
3534.97996,-0.01158
3534.27197,-0.0116
3533.56398,-0.01162
3532.856,-0.01165
3532.14801,-0.01167
3531.44002,-0.01169
3530.73204,-0.01171
3530.02405,-0.01174
3529.31606,-0.01176
3528.60807,-0.01178
3527.90009,-0.01181
3527.1921,-0.01183
3526.48411,-0.01186
3525.77613,-0.01188
3525.06814,-0.01191
3524.36015,-0.01193
3523.65216,-0.01196
3522.94418,-0.01198
3522.23619,-0.01201
3521.5282,-0.01204
3520.82022,-0.01206
3520.11223,-0.01208
3519.40424,-0.0121
3518.69625,-0.01213
3517.98827,-0.01215
3517.28028,-0.01216
3516.57229,-0.01218
3515.86431,-0.0122
3515.15632,-0.01221
3514.44833,-0.01223
3513.74034,-0.01224
3513.03236,-0.01225
3512.32437,-0.01226
3511.61638,-0.01228
3510.9084,-0.01229
3510.20041,-0.0123
3509.49242,-0.01231
3508.78443,-0.01233
3508.07645,-0.01234
3507.36846,-0.01236
3506.66047,-0.01238
3505.95248,-0.0124
3505.2445,-0.01242
3504.53651,-0.01244
3503.82852,-0.01247
3503.12054,-0.0125
3502.41255,-0.01252
3501.70456,-0.01255
3500.99657,-0.01258
3500.28859,-0.01262
3499.5806,-0.01265
3498.87261,-0.01269
3498.16463,-0.01272
3497.45664,-0.01276
3496.74865,-0.0128
3496.04066,-0.01284
3495.33268,-0.01288
3494.62469,-0.01292
3493.9167,-0.01296
3493.20872,-0.01301
3492.50073,-0.01305
3491.79274,-0.01309
3491.08475,-0.01314
3490.37677,-0.01318
3489.66878,-0.01322
3488.96079,-0.01326
3488.25281,-0.01331
3487.54482,-0.01335
3486.83683,-0.01339
3486.12884,-0.01342
3485.42086,-0.01346
3484.71287,-0.0135
3484.00488,-0.01353
3483.2969,-0.01357
3482.58891,-0.0136
3481.88092,-0.01363
3481.17293,-0.01366
3480.46495,-0.01369
3479.75696,-0.01372
3479.04897,-0.01375
3478.34099,-0.01377
3477.633,-0.0138
3476.92501,-0.01382
3476.21702,-0.01385
3475.50904,-0.01387
3474.80105,-0.0139
3474.09306,-0.01392
3473.38507,-0.01395
3472.67709,-0.01397
3471.9691,-0.01399
3471.26111,-0.01402
3470.55313,-0.01404
3469.84514,-0.01407
3469.13715,-0.01409
3468.42916,-0.01411
3467.72118,-0.01414
3467.01319,-0.01417
3466.3052,-0.01419
3465.59722,-0.01422
3464.88923,-0.01425
3464.18124,-0.01427
3463.47325,-0.0143
3462.76527,-0.01433
3462.05728,-0.01436
3461.34929,-0.0144
3460.64131,-0.01443
3459.93332,-0.01446
3459.22533,-0.0145
3458.51734,-0.01454
3457.80936,-0.01458
3457.10137,-0.01462
3456.39338,-0.01466
3455.6854,-0.0147
3454.97741,-0.01474
3454.26942,-0.01478
3453.56143,-0.01483
3452.85345,-0.01488
3452.14546,-0.01492
3451.43747,-0.01497
3450.72949,-0.01502
3450.0215,-0.01507
3449.31351,-0.01512
3448.60552,-0.01517
3447.89754,-0.01523
3447.18955,-0.01528
3446.48156,-0.01533
3445.77358,-0.01539
3445.06559,-0.01544
3444.3576,-0.0155
3443.64961,-0.01555
3442.94163,-0.01561
3442.23364,-0.01566
3441.52565,-0.01571
3440.81766,-0.01576
3440.10968,-0.01582
3439.40169,-0.01587
3438.6937,-0.01592
3437.98572,-0.01596
3437.27773,-0.01601
3436.56974,-0.01605
3435.86175,-0.0161
3435.15377,-0.01614
3434.44578,-0.01618
3433.73779,-0.01621
3433.02981,-0.01625
3432.32182,-0.01628
3431.61383,-0.01631
3430.90584,-0.01634
3430.19786,-0.01637
3429.48987,-0.01639
3428.78188,-0.01642
3428.0739,-0.01645
3427.36591,-0.01647
3426.65792,-0.0165
3425.94993,-0.01653
3425.24195,-0.01656
3424.53396,-0.01659
3423.82597,-0.01662
3423.11799,-0.01666
3422.41,-0.0167
3421.70201,-0.01674
3420.99402,-0.01678
3420.28604,-0.01683
3419.57805,-0.01688
3418.87006,-0.01693
3418.16208,-0.01698
3417.45409,-0.01703
3416.7461,-0.01709
3416.03811,-0.01715
3415.33013,-0.01721
3414.62214,-0.01727
3413.91415,-0.01733
3413.20617,-0.01739
3412.49818,-0.01745
3411.79019,-0.01751
3411.0822,-0.01757
3410.37422,-0.01763
3409.66623,-0.01769
3408.95824,-0.01775
3408.25025,-0.01781
3407.54227,-0.01786
3406.83428,-0.01792
3406.12629,-0.01797
3405.41831,-0.01802
3404.71032,-0.01807
3404.00233,-0.01811
3403.29434,-0.01816
3402.58636,-0.0182
3401.87837,-0.01824
3401.17038,-0.01828
3400.4624,-0.01831
3399.75441,-0.01835
3399.04642,-0.01838
3398.33843,-0.01841
3397.63045,-0.01844
3396.92246,-0.01846
3396.21447,-0.01849
3395.50649,-0.01851
3394.7985,-0.01853
3394.09051,-0.01855
3393.38252,-0.01857
3392.67454,-0.01859
3391.96655,-0.01861
3391.25856,-0.01863
3390.55058,-0.01866
3389.84259,-0.01868
3389.1346,-0.0187
3388.42661,-0.01872
3387.71863,-0.01875
3387.01064,-0.01877
3386.30265,-0.0188
3385.59467,-0.01883
3384.88668,-0.01886
3384.17869,-0.01889
3383.4707,-0.01892
3382.76272,-0.01896
3382.05473,-0.01899
3381.34674,-0.01903
3380.63876,-0.01906
3379.93077,-0.0191
3379.22278,-0.01914
3378.51479,-0.01918
3377.80681,-0.01922
3377.09882,-0.01926
3376.39083,-0.01929
3375.68284,-0.01933
3374.97486,-0.01936
3374.26687,-0.0194
3373.55888,-0.01943
3372.8509,-0.01946
3372.14291,-0.01948
3371.43492,-0.01951
3370.72693,-0.01953
3370.01895,-0.01955
3369.31096,-0.01957
3368.60297,-0.01959
3367.89499,-0.0196
3367.187,-0.01961
3366.47901,-0.01963
3365.77102,-0.01964
3365.06304,-0.01965
3364.35505,-0.01965
3363.64706,-0.01966
3362.93908,-0.01967
3362.23109,-0.01968
3361.5231,-0.01969
3360.81511,-0.01969
3360.10713,-0.0197
3359.39914,-0.01971
3358.69115,-0.01971
3357.98317,-0.01972
3357.27518,-0.01972
3356.56719,-0.01973
3355.8592,-0.01973
3355.15122,-0.01974
3354.44323,-0.01974
3353.73524,-0.01974
3353.02726,-0.01974
3352.31927,-0.01974
3351.61128,-0.01974
3350.90329,-0.01975
3350.19531,-0.01975
3349.48732,-0.01975
3348.77933,-0.01975
3348.07135,-0.01976
3347.36336,-0.01976
3346.65537,-0.01977
3345.94738,-0.01977
3345.2394,-0.01978
3344.53141,-0.01979
3343.82342,-0.0198
3343.11543,-0.0198
3342.40745,-0.01981
3341.69946,-0.01982
3340.99147,-0.01983
3340.28349,-0.01984
3339.5755,-0.01985
3338.86751,-0.01985
3338.15952,-0.01986
3337.45154,-0.01986
3336.74355,-0.01987
3336.03556,-0.01987
3335.32758,-0.01987
3334.61959,-0.01987
3333.9116,-0.01987
3333.20361,-0.01987
3332.49563,-0.01986
3331.78764,-0.01986
3331.07965,-0.01985
3330.37167,-0.01984
3329.66368,-0.01983
3328.95569,-0.01982
3328.2477,-0.01981
3327.53972,-0.0198
3326.83173,-0.01979
3326.12374,-0.01978
3325.41576,-0.01976
3324.70777,-0.01975
3323.99978,-0.01973
3323.29179,-0.01972
3322.58381,-0.0197
3321.87582,-0.01969
3321.16783,-0.01967
3320.45985,-0.01965
3319.75186,-0.01964
3319.04387,-0.01962
3318.33588,-0.01961
3317.6279,-0.01959
3316.91991,-0.01958
3316.21192,-0.01956
3315.50394,-0.01954
3314.79595,-0.01953
3314.08796,-0.01951
3313.37997,-0.0195
3312.67199,-0.01948
3311.964,-0.01946
3311.25601,-0.01945
3310.54802,-0.01943
3309.84004,-0.01941
3309.13205,-0.01939
3308.42406,-0.01937
3307.71608,-0.01935
3307.00809,-0.01933
3306.3001,-0.01931
3305.59211,-0.01929
3304.88413,-0.01927
3304.17614,-0.01924
3303.46815,-0.01922
3302.76017,-0.0192
3302.05218,-0.01918
3301.34419,-0.01916
3300.6362,-0.01914
3299.92822,-0.01912
3299.22023,-0.01911
3298.51224,-0.01909
3297.80426,-0.01907
3297.09627,-0.01906
3296.38828,-0.01904
3295.68029,-0.01902
3294.97231,-0.01901
3294.26432,-0.01899
3293.55633,-0.01898
3292.84835,-0.01896
3292.14036,-0.01894
3291.43237,-0.01892
3290.72438,-0.0189
3290.0164,-0.01888
3289.30841,-0.01886
3288.60042,-0.01883
3287.89244,-0.01881
3287.18445,-0.01879
3286.47646,-0.01876
3285.76847,-0.01874
3285.06049,-0.01871
3284.3525,-0.01868
3283.64451,-0.01866
3282.93653,-0.01863
3282.22854,-0.01861
3281.52055,-0.01859
3280.81256,-0.01856
3280.10458,-0.01854
3279.39659,-0.01852
3278.6886,-0.0185
3277.98061,-0.01849
3277.27263,-0.01847
3276.56464,-0.01846
3275.85665,-0.01845
3275.14867,-0.01844
3274.44068,-0.01843
3273.73269,-0.01843
3273.0247,-0.01842
3272.31672,-0.01842
3271.60873,-0.01842
3270.90074,-0.01842
3270.19276,-0.01843
3269.48477,-0.01843
3268.77678,-0.01844
3268.06879,-0.01845
3267.36081,-0.01846
3266.65282,-0.01847
3265.94483,-0.01848
3265.23685,-0.01849
3264.52886,-0.0185
3263.82087,-0.01851
3263.11288,-0.01852
3262.4049,-0.01853
3261.69691,-0.01854
3260.98892,-0.01855
3260.28094,-0.01855
3259.57295,-0.01856
3258.86496,-0.01856
3258.15697,-0.01857
3257.44899,-0.01857
3256.741,-0.01857
3256.03301,-0.01857
3255.32503,-0.01857
3254.61704,-0.01858
3253.90905,-0.01858
3253.20106,-0.01858
3252.49308,-0.01858
3251.78509,-0.01858
3251.0771,-0.01858
3250.36912,-0.01858
3249.66113,-0.01859
3248.95314,-0.0186
3248.24515,-0.0186
3247.53717,-0.01861
3246.82918,-0.01862
3246.12119,-0.01863
3245.4132,-0.01864
3244.70522,-0.01865
3243.99723,-0.01866
3243.28924,-0.01867
3242.58126,-0.01867
3241.87327,-0.01868
3241.16528,-0.01868
3240.45729,-0.01868
3239.74931,-0.01868
3239.04132,-0.01868
3238.33333,-0.01867
3237.62535,-0.01866
3236.91736,-0.01865
3236.20937,-0.01863
3235.50138,-0.01862
3234.7934,-0.0186
3234.08541,-0.01858
3233.37742,-0.01857
3232.66944,-0.01855
3231.96145,-0.01853
3231.25346,-0.01851
3230.54547,-0.01849
3229.83749,-0.01847
3229.1295,-0.01846
3228.42151,-0.01844
3227.71353,-0.01842
3227.00554,-0.01841
3226.29755,-0.01839
3225.58956,-0.01838
3224.88158,-0.01837
3224.17359,-0.01835
3223.4656,-0.01834
3222.75762,-0.01833
3222.04963,-0.01831
3221.34164,-0.0183
3220.63365,-0.01828
3219.92567,-0.01826
3219.21768,-0.01824
3218.50969,-0.01822
3217.80171,-0.0182
3217.09372,-0.01818
3216.38573,-0.01816
3215.67774,-0.01813
3214.96976,-0.01811
3214.26177,-0.01808
3213.55378,-0.01805
3212.84579,-0.01803
3212.13781,-0.018
3211.42982,-0.01798
3210.72183,-0.01796
3210.01385,-0.01794
3209.30586,-0.01792
3208.59787,-0.0179
3207.88988,-0.01788
3207.1819,-0.01787
3206.47391,-0.01786
3205.76592,-0.01785
3205.05794,-0.01784
3204.34995,-0.01783
3203.64196,-0.01782
3202.93397,-0.01782
3202.22599,-0.01781
3201.518,-0.01781
3200.81001,-0.0178
3200.10203,-0.01779
3199.39404,-0.01779
3198.68605,-0.01778
3197.97806,-0.01777
3197.27008,-0.01775
3196.56209,-0.01774
3195.8541,-0.01772
3195.14612,-0.0177
3194.43813,-0.01768
3193.73014,-0.01765
3193.02215,-0.01763
3192.31417,-0.01759
3191.60618,-0.01756
3190.89819,-0.01752
3190.19021,-0.01748
3189.48222,-0.01744
3188.77423,-0.01739
3188.06624,-0.01734
3187.35826,-0.01729
3186.65027,-0.01724
3185.94228,-0.01718
3185.2343,-0.01712
3184.52631,-0.01706
3183.81832,-0.017
3183.11033,-0.01694
3182.40235,-0.01687
3181.69436,-0.0168
3180.98637,-0.01674
3180.27838,-0.01667
3179.5704,-0.0166
3178.86241,-0.01653
3178.15442,-0.01645
3177.44644,-0.01638
3176.73845,-0.01631
3176.03046,-0.01624
3175.32247,-0.01617
3174.61449,-0.01609
3173.9065,-0.01602
3173.19851,-0.01595
3172.49053,-0.01588
3171.78254,-0.01581
3171.07455,-0.01574
3170.36656,-0.01566
3169.65858,-0.01559
3168.95059,-0.01552
3168.2426,-0.01545
3167.53462,-0.01538
3166.82663,-0.01531
3166.11864,-0.01524
3165.41065,-0.01517
3164.70267,-0.01509
3163.99468,-0.01502
3163.28669,-0.01495
3162.57871,-0.01488
