1B,
Longitud de onda,Absorbancia
3998.71156,-0.0014
3998.00357,-0.00141
3997.29558,-0.00141
3996.5876,-0.00141
3995.87961,-0.00142
3995.17162,-0.00142
3994.46363,-0.00142
3993.75565,-0.00143
3993.04766,-0.00143
3992.33967,-0.00144
3991.63169,-0.00145
3990.9237,-0.00145
3990.21571,-0.00146
3989.50772,-0.00147
3988.79974,-0.00148
3988.09175,-0.00148
3987.38376,-0.00149
3986.67578,-0.0015
3985.96779,-0.00151
3985.2598,-0.00152
3984.55181,-0.00153
3983.84383,-0.00154
3983.13584,-0.00154
3982.42785,-0.00155
3981.71987,-0.00156
3981.01188,-0.00156
3980.30389,-0.00157
3979.5959,-0.00157
3978.88792,-0.00158
3978.17993,-0.00158
3977.47194,-0.00158
3976.76396,-0.00158
3976.05597,-0.00158
3975.34798,-0.00158
3974.63999,-0.00158
3973.93201,-0.00158
3973.22402,-0.00158
3972.51603,-0.00158
3971.80805,-0.00158
3971.10006,-0.00158
3970.39207,-0.00158
3969.68408,-0.00158
3968.9761,-0.00159
3968.26811,-0.00159
3967.56012,-0.00159
3966.85213,-0.00159
3966.14415,-0.0016
3965.43616,-0.0016
3964.72817,-0.00161
3964.02019,-0.00161
3963.3122,-0.00162
3962.60421,-0.00162
3961.89622,-0.00163
3961.18824,-0.00164
3960.48025,-0.00165
3959.77226,-0.00166
3959.06428,-0.00167
3958.35629,-0.00168
3957.6483,-0.00169
3956.94031,-0.0017
3956.23233,-0.00172
3955.52434,-0.00173
3954.81635,-0.00174
3954.10837,-0.00175
3953.40038,-0.00176
3952.69239,-0.00177
3951.9844,-0.00178
3951.27642,-0.00179
3950.56843,-0.0018
3949.86044,-0.0018
3949.15246,-0.00181
3948.44447,-0.00182
3947.73648,-0.00182
3947.02849,-0.00182
3946.32051,-0.00183
3945.61252,-0.00183
3944.90453,-0.00183
3944.19655,-0.00183
3943.48856,-0.00183
3942.78057,-0.00183
3942.07258,-0.00183
3941.3646,-0.00184
3940.65661,-0.00184
3939.94862,-0.00184
3939.24064,-0.00185
3938.53265,-0.00185
3937.82466,-0.00186
3937.11667,-0.00186
3936.40869,-0.00187
3935.7007,-0.00188
3934.99271,-0.00189
3934.28472,-0.0019
3933.57674,-0.00191
3932.86875,-0.00192
3932.16076,-0.00193
3931.45278,-0.00194
3930.74479,-0.00195
3930.0368,-0.00196
3929.32881,-0.00196
3928.62083,-0.00197
3927.91284,-0.00198
3927.20485,-0.00198
3926.49687,-0.00198
3925.78888,-0.00198
3925.08089,-0.00198
3924.3729,-0.00198
3923.66492,-0.00197
3922.95693,-0.00197
3922.24894,-0.00197
3921.54096,-0.00196
3920.83297,-0.00195
3920.12498,-0.00195
3919.41699,-0.00194
3918.70901,-0.00193
3918.00102,-0.00193
3917.29303,-0.00192
3916.58505,-0.00191
3915.87706,-0.00191
3915.16907,-0.0019
3914.46108,-0.0019
3913.7531,-0.0019
3913.04511,-0.0019
3912.33712,-0.0019
3911.62914,-0.00191
3910.92115,-0.00191
3910.21316,-0.00192
3909.50517,-0.00193
3908.79719,-0.00194
3908.0892,-0.00196
3907.38121,-0.00197
3906.67323,-0.00199
3905.96524,-0.00201
3905.25725,-0.00203
3904.54926,-0.00206
3903.84128,-0.00208
3903.13329,-0.0021
3902.4253,-0.00213
3901.71731,-0.00215
3901.00933,-0.00217
3900.30134,-0.00219
3899.59335,-0.00221
3898.88537,-0.00223
3898.17738,-0.00224
3897.46939,-0.00226
3896.7614,-0.00227
3896.05342,-0.00228
3895.34543,-0.00229
3894.63744,-0.00229
3893.92946,-0.00229
3893.22147,-0.0023
3892.51348,-0.0023
3891.80549,-0.0023
3891.09751,-0.0023
3890.38952,-0.00231
3889.68153,-0.00231
3888.97355,-0.00231
3888.26556,-0.00231
3887.55757,-0.00231
3886.84958,-0.00231
3886.1416,-0.00231
3885.43361,-0.00231
3884.72562,-0.00231
3884.01764,-0.00231
3883.30965,-0.00231
3882.60166,-0.0023
3881.89367,-0.0023
3881.18569,-0.0023
3880.4777,-0.00229
3879.76971,-0.00229
3879.06173,-0.00229
3878.35374,-0.00228
3877.64575,-0.00228
3876.93776,-0.00227
3876.22978,-0.00227
3875.52179,-0.00227
3874.8138,-0.00227
3874.10582,-0.00227
3873.39783,-0.00227
3872.68984,-0.00227
3871.98185,-0.00227
3871.27387,-0.00228
3870.56588,-0.00228
3869.85789,-0.00229
3869.1499,-0.0023
3868.44192,-0.00231
3867.73393,-0.00232
3867.02594,-0.00233
3866.31796,-0.00234
3865.60997,-0.00234
3864.90198,-0.00235
3864.19399,-0.00236
3863.48601,-0.00237
3862.77802,-0.00237
3862.07003,-0.00238
3861.36205,-0.00238
3860.65406,-0.00239
3859.94607,-0.00239
3859.23808,-0.00239
3858.5301,-0.0024
3857.82211,-0.0024
3857.11412,-0.0024
3856.40614,-0.0024
3855.69815,-0.00241
3854.99016,-0.00241
3854.28217,-0.00242
3853.57419,-0.00242
3852.8662,-0.00243
3852.15821,-0.00244
3851.45023,-0.00244
3850.74224,-0.00245
3850.03425,-0.00246
3849.32626,-0.00246
3848.61828,-0.00247
3847.91029,-0.00247
3847.2023,-0.00247
3846.49432,-0.00247
3845.78633,-0.00246
3845.07834,-0.00246
3844.37035,-0.00246
3843.66237,-0.00245
3842.95438,-0.00245
3842.24639,-0.00244
3841.53841,-0.00244
3840.83042,-0.00244
3840.12243,-0.00243
3839.41444,-0.00243
3838.70646,-0.00243
3837.99847,-0.00243
3837.29048,-0.00243
3836.58249,-0.00244
3835.87451,-0.00244
3835.16652,-0.00244
3834.45853,-0.00244
3833.75055,-0.00244
3833.04256,-0.00244
3832.33457,-0.00243
3831.62658,-0.00243
3830.9186,-0.00243
3830.21061,-0.00242
3829.50262,-0.00241
3828.79464,-0.00241
3828.08665,-0.0024
3827.37866,-0.00239
3826.67067,-0.00238
3825.96269,-0.00237
3825.2547,-0.00236
3824.54671,-0.00235
3823.83873,-0.00235
3823.13074,-0.00234
3822.42275,-0.00233
3821.71476,-0.00232
3821.00678,-0.00232
3820.29879,-0.00231
3819.5908,-0.00231
3818.88282,-0.00231
3818.17483,-0.0023
3817.46684,-0.0023
3816.75885,-0.0023
3816.05087,-0.0023
3815.34288,-0.0023
3814.63489,-0.00229
3813.92691,-0.00229
3813.21892,-0.00229
3812.51093,-0.00229
3811.80294,-0.00228
3811.09496,-0.00228
3810.38697,-0.00228
3809.67898,-0.00227
3808.971,-0.00227
3808.26301,-0.00227
3807.55502,-0.00226
3806.84703,-0.00226
3806.13905,-0.00226
3805.43106,-0.00226
3804.72307,-0.00226
3804.01508,-0.00226
3803.3071,-0.00227
3802.59911,-0.00227
3801.89112,-0.00227
3801.18314,-0.00227
3800.47515,-0.00227
3799.76716,-0.00227
3799.05917,-0.00227
3798.35119,-0.00226
3797.6432,-0.00226
3796.93521,-0.00225
3796.22723,-0.00224
3795.51924,-0.00223
3794.81125,-0.00221
3794.10326,-0.0022
3793.39528,-0.00218
3792.68729,-0.00217
3791.9793,-0.00215
3791.27132,-0.00213
3790.56333,-0.00211
3789.85534,-0.00209
3789.14735,-0.00208
3788.43937,-0.00206
3787.73138,-0.00204
3787.02339,-0.00203
3786.31541,-0.00201
3785.60742,-0.002
3784.89943,-0.00199
3784.19144,-0.00198
3783.48346,-0.00198
3782.77547,-0.00197
3782.06748,-0.00197
3781.3595,-0.00197
3780.65151,-0.00197
3779.94352,-0.00197
3779.23553,-0.00198
3778.52755,-0.00199
3777.81956,-0.002
3777.11157,-0.00201
3776.40359,-0.00202
3775.6956,-0.00203
3774.98761,-0.00205
3774.27962,-0.00207
3773.57164,-0.00209
3772.86365,-0.00211
3772.15566,-0.00213
3771.44767,-0.00215
3770.73969,-0.00218
3770.0317,-0.0022
3769.32371,-0.00223
3768.61573,-0.00226
3767.90774,-0.00229
3767.19975,-0.00232
3766.49176,-0.00235
3765.78378,-0.00238
3765.07579,-0.00241
3764.3678,-0.00244
3763.65982,-0.00247
3762.95183,-0.0025
3762.24384,-0.00253
3761.53585,-0.00257
3760.82787,-0.0026
3760.11988,-0.00263
3759.41189,-0.00266
3758.70391,-0.0027
3757.99592,-0.00273
3757.28793,-0.00277
3756.57994,-0.0028
3755.87196,-0.00284
3755.16397,-0.00288
3754.45598,-0.00291
3753.748,-0.00295
3753.04001,-0.00299
3752.33202,-0.00302
3751.62403,-0.00306
3750.91605,-0.0031
3750.20806,-0.00313
3749.50007,-0.00317
3748.79209,-0.0032
3748.0841,-0.00324
3747.37611,-0.00327
3746.66812,-0.0033
3745.96014,-0.00332
3745.25215,-0.00335
3744.54416,-0.00337
3743.83618,-0.00339
3743.12819,-0.00341
3742.4202,-0.00343
3741.71221,-0.00344
3741.00423,-0.00345
3740.29624,-0.00346
3739.58825,-0.00346
3738.88026,-0.00346
3738.17228,-0.00346
3737.46429,-0.00346
3736.7563,-0.00345
3736.04832,-0.00344
3735.34033,-0.00343
3734.63234,-0.00342
3733.92435,-0.0034
3733.21637,-0.00338
3732.50838,-0.00337
3731.80039,-0.00335
3731.09241,-0.00333
3730.38442,-0.0033
3729.67643,-0.00328
3728.96844,-0.00326
3728.26046,-0.00323
3727.55247,-0.00321
3726.84448,-0.00319
3726.1365,-0.00317
3725.42851,-0.00315
3724.72052,-0.00313
3724.01253,-0.00312
3723.30455,-0.0031
3722.59656,-0.0031
3721.88857,-0.00309
3721.18059,-0.00309
3720.4726,-0.00309
3719.76461,-0.0031
3719.05662,-0.00311
3718.34864,-0.00312
3717.64065,-0.00313
3716.93266,-0.00315
3716.22468,-0.00317
3715.51669,-0.00318
3714.8087,-0.0032
3714.10071,-0.00322
3713.39273,-0.00324
3712.68474,-0.00326
3711.97675,-0.00328
3711.26877,-0.0033
3710.56078,-0.00332
3709.85279,-0.00334
3709.1448,-0.00336
3708.43682,-0.00337
3707.72883,-0.00339
3707.02084,-0.0034
3706.31285,-0.00341
3705.60487,-0.00342
3704.89688,-0.00343
3704.18889,-0.00345
3703.48091,-0.00346
3702.77292,-0.00347
3702.06493,-0.00349
3701.35694,-0.00351
3700.64896,-0.00353
3699.94097,-0.00355
3699.23298,-0.00358
3698.525,-0.00361
3697.81701,-0.00364
3697.10902,-0.00368
3696.40103,-0.00372
3695.69305,-0.00376
3694.98506,-0.0038
3694.27707,-0.00385
3693.56909,-0.0039
3692.8611,-0.00394
3692.15311,-0.004
3691.44512,-0.00405
3690.73714,-0.0041
3690.02915,-0.00416
3689.32116,-0.00421
3688.61318,-0.00427
3687.90519,-0.00433
3687.1972,-0.00439
3686.48921,-0.00444
3685.78123,-0.0045
3685.07324,-0.00456
3684.36525,-0.00461
3683.65727,-0.00467
3682.94928,-0.00473
3682.24129,-0.00478
3681.5333,-0.00484
3680.82532,-0.0049
3680.11733,-0.00496
3679.40934,-0.00502
3678.70136,-0.00509
3677.99337,-0.00515
3677.28538,-0.00522
3676.57739,-0.00529
3675.86941,-0.00537
3675.16142,-0.00545
3674.45343,-0.00552
3673.74544,-0.0056
3673.03746,-0.00568
3672.32947,-0.00576
3671.62148,-0.00584
3670.9135,-0.00591
3670.20551,-0.00599
3669.49752,-0.00606
3668.78953,-0.00613
3668.08155,-0.0062
3667.37356,-0.00627
3666.66557,-0.00634
3665.95759,-0.0064
3665.2496,-0.00647
3664.54161,-0.00653
3663.83362,-0.00659
3663.12564,-0.00666
3662.41765,-0.00673
3661.70966,-0.0068
3661.00168,-0.00687
3660.29369,-0.00695
3659.5857,-0.00703
3658.87771,-0.00712
3658.16973,-0.00721
3657.46174,-0.00731
3656.75375,-0.00741
3656.04577,-0.00752
3655.33778,-0.00764
3654.62979,-0.00775
3653.9218,-0.00787
3653.21382,-0.008
3652.50583,-0.00813
3651.79784,-0.00826
3651.08986,-0.00839
3650.38187,-0.00852
3649.67388,-0.00864
3648.96589,-0.00877
3648.25791,-0.00889
3647.54992,-0.00901
3646.84193,-0.00913
3646.13395,-0.00924
3645.42596,-0.00934
3644.71797,-0.00944
3644.00998,-0.00953
3643.302,-0.00961
3642.59401,-0.00969
3641.88602,-0.00976
3641.17803,-0.00982
3640.47005,-0.00989
3639.76206,-0.00995
3639.05407,-0.01
3638.34609,-0.01006
3637.6381,-0.01011
3636.93011,-0.01016
3636.22212,-0.01022
3635.51414,-0.01027
3634.80615,-0.01033
3634.09816,-0.01038
3633.39018,-0.01044
3632.68219,-0.0105
3631.9742,-0.01057
3631.26621,-0.01063
3630.55823,-0.0107
3629.85024,-0.01076
3629.14225,-0.01083
3628.43427,-0.0109
3627.72628,-0.01097
3627.01829,-0.01104
3626.3103,-0.0111
3625.60232,-0.01117
3624.89433,-0.01123
3624.18634,-0.01129
3623.47836,-0.01136
3622.77037,-0.01141
3622.06238,-0.01147
3621.35439,-0.01153
3620.64641,-0.01159
3619.93842,-0.01164
3619.23043,-0.0117
3618.52245,-0.01175
3617.81446,-0.01181
3617.10647,-0.01186
3616.39848,-0.01191
3615.6905,-0.01196
3614.98251,-0.01201
3614.27452,-0.01206
3613.56654,-0.0121
3612.85855,-0.01214
3612.15056,-0.01218
3611.44257,-0.01222
3610.73459,-0.01225
3610.0266,-0.01229
3609.31861,-0.01232
3608.61063,-0.01234
3607.90264,-0.01237
3607.19465,-0.0124
3606.48666,-0.01242
3605.77868,-0.01244
3605.07069,-0.01247
3604.3627,-0.01249
3603.65471,-0.01251
3602.94673,-0.01254
3602.23874,-0.01256
3601.53075,-0.01259
3600.82277,-0.01261
3600.11478,-0.01264
3599.40679,-0.01266
3598.6988,-0.01269
3597.99082,-0.01271
3597.28283,-0.01274
3596.57484,-0.01276
3595.86686,-0.01279
3595.15887,-0.01281
3594.45088,-0.01283
3593.74289,-0.01286
3593.03491,-0.01287
3592.32692,-0.01289
3591.61893,-0.01291
3590.91095,-0.01292
3590.20296,-0.01293
3589.49497,-0.01293
3588.78698,-0.01294
3588.079,-0.01294
3587.37101,-0.01294
3586.66302,-0.01293
3585.95504,-0.01293
3585.24705,-0.01292
3584.53906,-0.01291
3583.83107,-0.0129
3583.12309,-0.0129
3582.4151,-0.01289
3581.70711,-0.01288
3580.99913,-0.01287
3580.29114,-0.01286
3579.58315,-0.01286
3578.87516,-0.01285
3578.16718,-0.01285
3577.45919,-0.01285
3576.7512,-0.01286
3576.04322,-0.01287
3575.33523,-0.01288
3574.62724,-0.01289
3573.91925,-0.01291
3573.21127,-0.01293
3572.50328,-0.01295
3571.79529,-0.01297
3571.0873,-0.013
3570.37932,-0.01302
3569.67133,-0.01305
3568.96334,-0.01307
3568.25536,-0.0131
3567.54737,-0.01312
3566.83938,-0.01314
3566.13139,-0.01316
3565.42341,-0.01318
3564.71542,-0.01319
3564.00743,-0.0132
3563.29945,-0.01321
3562.59146,-0.01321
3561.88347,-0.01321
3561.17548,-0.01321
3560.4675,-0.01321
3559.75951,-0.01321
3559.05152,-0.0132
3558.34354,-0.0132
3557.63555,-0.01319
3556.92756,-0.01319
3556.21957,-0.01318
3555.51159,-0.01318
3554.8036,-0.01318
3554.09561,-0.01318
3553.38763,-0.01318
3552.67964,-0.01318
3551.97165,-0.01318
3551.26366,-0.01319
3550.55568,-0.0132
3549.84769,-0.0132
3549.1397,-0.01321
3548.43172,-0.01322
3547.72373,-0.01324
3547.01574,-0.01325
3546.30775,-0.01326
3545.59977,-0.01328
3544.89178,-0.01329
3544.18379,-0.01331
3543.47581,-0.01333
3542.76782,-0.01334
3542.05983,-0.01336
3541.35184,-0.01338
3540.64386,-0.01341
3539.93587,-0.01343
3539.22788,-0.01345
3538.51989,-0.01347
3537.81191,-0.0135
3537.10392,-0.01352
3536.39593,-0.01355
3535.68795,-0.01358
3534.97996,-0.0136
3534.27197,-0.01363
3533.56398,-0.01365
3532.856,-0.01368
3532.14801,-0.01371
3531.44002,-0.01373
3530.73204,-0.01375
3530.02405,-0.01378
3529.31606,-0.0138
3528.60807,-0.01382
3527.90009,-0.01384
3527.1921,-0.01385
3526.48411,-0.01387
3525.77613,-0.01388
3525.06814,-0.01389
3524.36015,-0.0139
3523.65216,-0.01391
3522.94418,-0.01392
3522.23619,-0.01392
3521.5282,-0.01393
3520.82022,-0.01393
3520.11223,-0.01393
3519.40424,-0.01393
3518.69625,-0.01394
3517.98827,-0.01394
3517.28028,-0.01394
3516.57229,-0.01395
3515.86431,-0.01396
3515.15632,-0.01397
3514.44833,-0.01398
3513.74034,-0.014
3513.03236,-0.01401
3512.32437,-0.01403
3511.61638,-0.01406
3510.9084,-0.01408
3510.20041,-0.01411
3509.49242,-0.01414
3508.78443,-0.01417
3508.07645,-0.0142
3507.36846,-0.01424
3506.66047,-0.01427
3505.95248,-0.01431
3505.2445,-0.01435
3504.53651,-0.01438
3503.82852,-0.01442
3503.12054,-0.01445
3502.41255,-0.01449
3501.70456,-0.01453
3500.99657,-0.01456
3500.28859,-0.01459
3499.5806,-0.01463
3498.87261,-0.01466
3498.16463,-0.01469
3497.45664,-0.01472
3496.74865,-0.01475
3496.04066,-0.01478
3495.33268,-0.01481
3494.62469,-0.01484
3493.9167,-0.01487
3493.20872,-0.0149
3492.50073,-0.01494
3491.79274,-0.01497
3491.08475,-0.015
3490.37677,-0.01504
3489.66878,-0.01507
3488.96079,-0.01511
3488.25281,-0.01515
3487.54482,-0.01519
3486.83683,-0.01523
3486.12884,-0.01527
3485.42086,-0.01531
3484.71287,-0.01535
3484.00488,-0.01539
3483.2969,-0.01543
3482.58891,-0.01547
3481.88092,-0.01551
3481.17293,-0.01555
3480.46495,-0.01559
3479.75696,-0.01563
3479.04897,-0.01567
3478.34099,-0.0157
3477.633,-0.01574
3476.92501,-0.01578
3476.21702,-0.01581
3475.50904,-0.01585
3474.80105,-0.01588
3474.09306,-0.01591
3473.38507,-0.01595
3472.67709,-0.01598
3471.9691,-0.01602
3471.26111,-0.01605
3470.55313,-0.01609
3469.84514,-0.01612
